WG,chapter,report_page,chapter_page,line,col.index,line_reference,final_text,raw_text
WGI,12,1809,43,1,col1,|,"and summer, due to changes in vertical atmospheric stability and","and summer, due to changes in vertical atmospheric stability and"
WGI,12,1809,43,2,col1,>>>,hydrological drought: there is low confidence of observed changes,"hydrological drought: there is low confidence of observed changes_ humidity, in combination with adverse near-surface fire weather"
WGI,12,1809,43,3,col1,|,"in hydrological droughts in australasia, except in sau where there","in hydrological droughts in australasia, except in sau where there_ conditions. csiro and bom (2018) and dowdy (2018) found that"
WGI,12,1809,43,4,col1,|,in observations of agricultural and ecological droughts increasing in,"in observations of agricultural and ecological droughts increasing in_ confidence), in particular with respect to extreme fire and induced"
WGI,12,1809,43,5,col1,>>>,"sau and decreasing in nau, while there is low confidence of changes","sau and decreasing in nau, while there is low confidence of changes_ pyroconvection (dowdy et al., 2019b). increasing mean temperature,"
WGI,12,1809,43,6,col1,|,elsewhere in the region (section 11.9). more regional studies have,"elsewhere in the region (section 11.9). more regional studies have_ cool season rainfall decline, and changes in tropical climate"
WGI,12,1809,43,7,col1,|,in agricultural and ecological droughts for 2°c of global warming in,in agricultural and ecological droughts for 2°c of global warming in_ intensity and fire season length for future mid-century conditions_ 12
WGI,12,1809,43,8,col1,>>>,"sau and eau and low confidence for changes in cau, nau and nz,","sau and eau and low confidence for changes in cau, nau and nz,_ under rcp8.5, including a detectable anthropogenic influence"
WGI,12,1809,43,9,col1,|,although there is medium confidence of increases in cau with 4°c of,although there is medium confidence of increases in cau with 4°c of_ on fire risk magnitude and fire season length by 2040 in western
WGI,12,1810,44,1,col1,|,annual mean precipitation is projected to increase in central,"annual mean precipitation is projected to increase in central_ increased at two monitored sites (mfe and stats nz, 2020). due to"
WGI,12,1810,44,2,col1,>>>,and north-east australia (low confidence) and in the south and,and north-east australia (low confidence) and in the south and_ the intensification and the shift of the austral storm track by the
WGI,12,1810,44,3,col1,|,"west of new zealand (medium confidence), while it is projected","west of new zealand (medium confidence), while it is projected_ end of the century (yin, 2005), increases in extreme wind speed in"
WGI,12,1810,44,4,col1,|,"source in the southern hemisphere (zheng et al., 2016). land-use","source in the southern hemisphere (zheng et al., 2016). land-use"
WGI,12,1810,44,5,col1,>>>,mean wind speed: there is low confidence of a mean wind speed,mean wind speed: there is low confidence of a mean wind speed_ and land-cover change have increased dust emissions in australia
WGI,12,1810,44,6,col1,|,"trend in the last decades (low agreement) (mcvicar et al., 2012;","trend in the last decades (low agreement) (mcvicar et al., 2012;_ in the past 200 years (marx et al., 2014). while projections suggest"
WGI,12,1810,44,7,col1,|,"will significantly increase in north-eastern australia under rcp8.5, but","will significantly increase in north-eastern australia under rcp8.5, but_ cyclones in north-eastern and north australia are projected to"
WGI,12,1810,44,8,col1,>>>,"there is low confidence of an increase by end-century under rcp4.5,","there is low confidence of an increase by end-century under rcp4.5,_ decrease in number (high confidence) while their intensity is"
WGI,12,1810,44,9,col1,|,"and for any scenario by mid-century (karnauskas et al., 2018a). in","and for any scenario by mid-century (karnauskas et al., 2018a). in_ projected to increase (low confidence)."
WGI,12,1810,44,10,col1,|,"12   north-easterly in summer, and westerlies to become more intense in","12   north-easterly in summer, and westerlies to become more intense in_ 12.4.3.4 snow and ice"
WGI,12,1810,44,11,col1,>>>,"winter (low confidence), in agreement with the strengthening of the","winter (low confidence), in agreement with the strengthening of the"
WGI,12,1810,44,12,col1,|,southern hemisphere storm tracks (section 4.5.1).,southern hemisphere storm tracks (section 4.5.1)._ snow: the snow season length in australia has decreased by 5%
WGI,12,1810,44,13,col1,|,"during 2000–2013 relative to 1954–1999, especially in spring","during 2000–2013 relative to 1954–1999, especially in spring"
WGI,12,1810,44,14,col1,>>>,severe wind storm: there is generally low confidence in observed,"severe wind storm: there is generally low confidence in observed_ (pepler et al., 2015). a shift in the date of peak snowfall has also"
WGI,12,1810,44,15,col1,|,changes in extreme winds and extratropical storms in australasia,changes in extreme winds and extratropical storms in australasia_ been observed with an 11-day advance over the same period (pepler
WGI,12,1810,44,16,col2,|, landfall along north-eastern and northern australian coastlines will,"western australia), eastern australia (medium confidence), and_ landfall along north-eastern and northern australian coastlines will"
WGI,12,1810,44,17,col2,>>>, decrease in number and low confidence of an increase in their,in the north and east of new zealand (medium confidence)._ decrease in number and low confidence of an increase in their
WGI,12,1810,44,18,col2,|, intensities for 2°c of global warming as well as for the mid-century,hydrological droughts are projected to increase in southern_ intensities for 2°c of global warming as well as for the mid-century
WGI,12,1810,44,19,col2,|," across the country (medium confidence) (webb et al., 2020).","in future climate scenarios wind speed trends in australia exhibit_ across the country (medium confidence) (webb et al., 2020)."
WGI,12,1810,44,20,col2,>>>," in australasia, there is low confidence in projected mean wind","(figure 12.4m–o and figure 12.sm.5) with uncertain consequences_ in australasia, there is low confidence in projected mean wind"
WGI,12,1810,44,21,col2,|," speeds and wind power potential, with a medium confidence","on wind power potential (csiro and bom, 2015; karnauskas_ speeds and wind power potential, with a medium confidence"
WGI,12,1810,44,22,col2,|, decrease in number (high confidence) while their intensity is,"there is low confidence of an increase by end-century under rcp4.5,_ decrease in number (high confidence) while their intensity is"
WGI,12,1810,44,23,col2,>>>, projected to increase (low confidence).,"and for any scenario by mid-century (karnauskas et al., 2018a). in_ projected to increase (low confidence)."
WGI,12,1810,44,24,col2,|, 12.4.3.4 snow and ice,"12   north-easterly in summer, and westerlies to become more intense in_ 12.4.3.4 snow and ice"
WGI,12,12,47,1,col1,|,4. medium confidence of increase in the north and east and decrease in south and west.,4. medium confidence of increase in the north and east and decrease in south and west.
WGI,12,12,47,2,col1,>>>,"5. low confidence of increasing intensity, and high confidence of decreasing occurrence.","5. low confidence of increasing intensity, and high confidence of decreasing occurrence."
WGI,12,12,47,3,col1,|,"6. high confidence of decrease in glacier volume, medium confidence of decrease in snow.","6. high confidence of decrease in glacier volume, medium confidence of decrease in snow."
WGI,12,12,47,4,col1,|, emerging after 2050 and by 2100 at least in scenarios rcp8.5/ssp5-8.5 (medium to high confidence), emerging after 2050 and by 2100 at least in scenarios rcp8.5/ssp5-8.5 (medium to high confidence)
WGI,12,12,47,5,col1,>>>,high confidence   medium confidence   low confidence in,high confidence   medium confidence   low confidence in_ medium confidence_ high confidence
WGI,12,12,47,6,col1,|,not broadly relevant,not broadly relevant
WGI,12,1816,50,1,col1,|,chapter 12,chapter 12_ climate change information for regional impact and for risk assessment
WGI,12,1816,50,2,col1,>>>,"hydrological models (low confidence) (reyer et al., 2017a). fábrega","hydrological models (low confidence) (reyer et al., 2017a). fábrega_ llopart et al., 2014; atlas.7). seasonal changes are also projected"
WGI,12,1816,50,3,col1,|,"et al. (2013) projected increases in surface runoff for panama, while","et al. (2013) projected increases in surface runoff for panama, while_ by end century under rcp 8.5, with decreases in june–july–august"
WGI,12,1816,50,4,col1,|,heavy precipitation and pluvial flood: table 11.14 indicated,heavy precipitation and pluvial flood: table 11.14 indicated_ hydrological drought: chapter 11 assessed mostly low confidence
WGI,12,1816,50,5,col1,>>>,that there is low confidence due to limited evidence of extreme,that there is low confidence due to limited evidence of extreme_ in observed changes in hydrological droughts given a lack of studies
WGI,12,1816,50,6,col1,|,"precipitation trends in almost all central and south america, except","precipitation trends in almost all central and south america, except_ and clear evidence, with medium confidence only for a streamflow"
WGI,12,1816,50,7,col1,|,data scarcity persists for a representative continental assessment.,"data scarcity persists for a representative continental assessment._ by carmona and poveda (2014), who indicated that 62% of the 25-"
WGI,12,1816,50,8,col1,>>>,"chapter 11 projections indicate low confidence of increase, compared","chapter 11 projections indicate low confidence of increase, compared_ to 50-year-long monthly average streamflow time series exhibited"
WGI,12,1816,50,9,col1,|,"to the modern period, in the intensity and frequency of heavy","to the modern period, in the intensity and frequency of heavy_ significant decreasing trends. however, studies of discharge changes"
WGI,12,1816,50,10,col1,|,"of increase in nsa, nes, ssa, sam and ses for gwl of 4°c. in nws,","of increase in nsa, nes, ssa, sam and ses for gwl of 4°c. in nws,_ et al. (2020) for the full extent of the andes."
WGI,12,1816,50,11,col1,>>>,a wide range of changes is projected (low confidence).,a wide range of changes is projected (low confidence).
WGI,12,1816,50,12,col1,|,a number of studies project decreases in runoff and river discharge,a number of studies project decreases in runoff and river discharge
WGI,12,1816,50,13,col2,|," marengo and bernasconi, 2015).","observed over the reference period (bozkurt et al., 2018)._ marengo and bernasconi, 2015)."
WGI,12,1816,50,14,col2,>>>, hydrological drought: chapter 11 assessed mostly low confidence,heavy precipitation and pluvial flood: table 11.14 indicated_ hydrological drought: chapter 11 assessed mostly low confidence
WGI,12,1816,50,15,col2,|, in observed changes in hydrological droughts given a lack of studies,that there is low confidence due to limited evidence of extreme_ in observed changes in hydrological droughts given a lack of studies
WGI,12,1816,50,16,col2,|," nsa, sam, sws, and ssa under for 4°c gwl, medium confidence","2015) and climate change (nehren et al., 2019) seem to be key_ nsa, sam, sws, and ssa under for 4°c gwl, medium confidence"
WGI,12,1816,50,17,col2,>>>," in sca, and low confidence in the rest of the sub-regions given","factors. rockfalls, ice- and rock-ice avalanches, lahars and landslides_ in sca, and low confidence in the rest of the sub-regions given"
WGI,12,1816,50,18,col2,|," insufficient evidence, lack of signal or mixed signals among the","have been reported frequently in the southern, extratropical andes_ insufficient evidence, lack of signal or mixed signals among the"
WGI,12,1817,51,1,col1,|,"ssa from low to high under the three gwls of 1.5°c, 2°c and 4°c.","ssa from low to high under the three gwls of 1.5°c, 2°c and 4°c._ confidence) (reboita et al., 2018), and an increase of extreme winds in"
WGI,12,1817,51,2,col1,>>>,nes and ses change from low confidence to medium confidence,"nes and ses change from low confidence to medium confidence_ tropical areas (limited evidence, low confidence) (kumar et al., 2015)."
WGI,12,1817,51,3,col1,|,increases in agricultural and ecological drought severity by 4°c gwl,increases in agricultural and ecological drought severity by 4°c gwl_ climate models project a shift and an intensification of southern storm
WGI,12,1817,51,4,col1,|,"patagonia, wind speeds are projected to decrease. for rcp4.5","patagonia, wind speeds are projected to decrease. for rcp4.5_ for the period 1986–2016 (wilson et al., 2018). similar changes are"
WGI,12,1817,51,5,col1,>>>,changes remain marginal and have low confidence (low agreement),"changes remain marginal and have low confidence (low agreement)_ being observed in the central andes (colonia et al., 2017). since 1800"
WGI,12,1817,51,6,col1,|,(figure ­12.4m–o).,(figure ­12.4m–o)._ at least 15 ice‐dammed lakes and 16 moraine‐dammed lakes have
WGI,12,1817,51,7,col2,|," confidence) (reboita et al., 2018), and an increase of extreme winds in","ssa from low to high under the three gwls of 1.5°c, 2°c and 4°c._ confidence) (reboita et al., 2018), and an increase of extreme winds in"
WGI,12,1817,51,8,col2,>>>," tropical areas (limited evidence, low confidence) (kumar et al., 2015).","nes and ses change from low confidence to medium confidence_ tropical areas (limited evidence, low confidence) (kumar et al., 2015)."
WGI,12,1817,51,9,col2,|, climate models project a shift and an intensification of southern storm,increases in agricultural and ecological drought severity by 4°c gwl_ climate models project a shift and an intensification of southern storm
WGI,12,1817,51,10,col2,|," tracks, with most effects offshore over the southern ocean (chapter 4),","with different metrics and high agreement between studies. only_ tracks, with most effects offshore over the southern ocean (chapter 4),"
WGI,12,1817,51,11,col2,>>>, with low confidence (low agreement) of significant extreme wind,sam and ssa have projections of agricultural and ecological drought_ with low confidence (low agreement) of significant extreme wind
WGI,12,1817,51,12,col2,|," changes over land and coastal areas across the 21st century (chang,","increasing with high confidence for the middle of the century, or for_ changes over land and coastal areas across the 21st century (chang,"
WGI,12,12,53,1,col1,|,chapter 12,chapter 12
WGI,12,12,53,2,col1,>>>,high confidence   medium confidence   low confidence in,high confidence   medium confidence   low confidence in_ medium confidence_ high confidence
WGI,12,12,53,3,col1,|,1819,1819
WGI,12,1822,56,1,col1,|,"et al., 2018b; coppola et al., 2021a; interactive atlas).","et al., 2018b; coppola et al., 2021a; interactive atlas)._ northern (neu), eastern (eeu) and southern europe (med) for mid-"
WGI,12,1822,56,2,col1,>>>,and end-century under rcp8.5 and low confidence under rcp2.6. the,and end-century under rcp8.5 and low confidence under rcp2.6. the
WGI,12,1822,56,3,col1,|,"in summary, irrespective of the scenario, it is virtually certain","in summary, irrespective of the scenario, it is virtually certain_ projected increase in wce is roughly 10% (18% by end of century)"
WGI,12,1823,57,1,col1,|,"romania (jurchescu et al., 2017).","romania (jurchescu et al., 2017)._ and higher and all scenarios except rcp2.6/ssp1‑2.6 (section 11.9.4)."
WGI,12,1823,57,2,col1,>>>,low confidence in direction of change is assessed for eeu and neu,low confidence in direction of change is assessed for eeu and neu
WGI,12,1823,57,3,col1,|,aridity: the mediterranean region shows evidence of large-scale,aridity: the mediterranean region shows evidence of large-scale_ under all scenarios and global warming levels (figure 12.4k).
WGI,12,1823,57,4,col1,|,"(sections 8.3.1.6, 8,4.1.6, and 11.9.4). there is medium confidence","(sections 8.3.1.6, 8,4.1.6, and 11.9.4). there is medium confidence_ fire weather: fire weather conditions have been increasing since"
WGI,12,1823,57,5,col1,>>>,in hydrological drought increase in wce and low confidence in,in hydrological drought increase in wce and low confidence in_ about 1980 over a few regions in europe including mediterranean
WGI,12,1823,57,6,col1,|,direction of change for eeu and neu from mid-century onwards and,"direction of change for eeu and neu from mid-century onwards and_ areas (low confidence) (venäläinen et al., 2014; urbieta et al., 2019;"
WGI,12,1823,57,7,col2,|, about 1980 over a few regions in europe including mediterranean,in hydrological drought increase in wce and low confidence in_ about 1980 over a few regions in europe including mediterranean
WGI,12,1823,57,8,col2,>>>," areas (low confidence) (venäläinen et al., 2014; urbieta et al., 2019;","direction of change for eeu and neu from mid-century onwards and_ areas (low confidence) (venäläinen et al., 2014; urbieta et al., 2019;"
WGI,12,1823,57,9,col2,|," barbero et al., 2020; giannaros et al., 2021). however, beyond a few","for 2°c gwl and higher and all scenarios except rcp2.6/ssp1‑2.6_ barbero et al., 2020; giannaros et al., 2021). however, beyond a few"
WGI,12,1824,58,1,col1,|,"europe, for mid- and end of century under rcp8.5 and with","europe, for mid- and end of century under rcp8.5 and with_ tian et al., 2019; vautard et al., 2019) according to near-surface"
WGI,12,1824,58,2,col1,>>>,low confidence under rcp2.6. there is high confidence that,low confidence under rcp2.6. there is high confidence that_ observations. significant negative trends of cyclone frequency in spring
WGI,12,1824,58,3,col1,|,aridity will increase by mid- and end-century under the rcp8.5,aridity will increase by mid- and end-century under the rcp8.5_ and positive trends in summer have been found in the mediterranean
WGI,12,1824,58,4,col1,|,"past four decades (medium confidence) (ar5 wgi), with a reversal","past four decades (medium confidence) (ar5 wgi), with a reversal_ amplitude in the future in northern, western and central europe"
WGI,12,1824,58,5,col1,>>>,"to an increasing trend in the last decade (low confidence) that is,","to an increasing trend in the last decade (low confidence) that is,_ (outten and esau, 2013; feser et al., 2015; forzieri et al., 2016; mölter"
WGI,12,1824,58,6,col1,|,"however, not fully consistent across studies (tian et al., 2019;","however, not fully consistent across studies (tian et al., 2019;_ et al., 2016; ruosteenoja et al., 2019a; vautard et al., 2019) under"
WGI,12,1824,58,7,col1,|,2021). the declining trend has induced a corresponding decline in,"2021). the declining trend has induced a corresponding decline in_ or above (zappa et al., 2013) in these areas. the frequency of storms,"
WGI,12,1824,58,8,col1,>>>,wind power potential indices across europe (low confidence) (tian,"wind power potential indices across europe (low confidence) (tian_ including medicanes, is projected to decrease in mediterranean"
WGI,12,1824,58,9,col1,|,"et al., 2019). however, there is low agreement and limited evidence","et al., 2019). however, there is low agreement and limited evidence_ regions, and their intensities are projected to increase, by the middle"
WGI,12,1824,58,10,col1,|,"confidence) (moemken et al., 2018), which can influence electrical","confidence) (moemken et al., 2018), which can influence electrical_ there is high confidence that mean wind speeds will decrease"
WGI,12,1824,58,11,col1,>>>,grid management and wind energy production (low confidence). wind,grid management and wind energy production (low confidence). wind_ in mediterranean areas and medium confidence of such
WGI,12,1824,58,12,col1,|,speeds are projected to shift towards more frequent occurrences below,speeds are projected to shift towards more frequent occurrences below_ decreases in northern europe for global warming levels of
WGI,12,1824,58,13,col1,|,"(horton et al., 2014; vautard et al., 2018), with potential consequences","(horton et al., 2014; vautard et al., 2018), with potential consequences_ central and western europe by the middle of the century and"
WGI,12,1824,58,14,col1,>>>,on air quality (low confidence).,on air quality (low confidence)._ beyond and for global warming levels of 2°c or higher (medium
WGI,12,1824,58,15,col1,|,1824,1824
WGI,12,1824,58,16,col2,|," and janc, 2016), hail storm environments (favourable atmospheric","tobin et al., 2015, 2018; davy et al., 2018; karnauskas et al., 2018a;_ and janc, 2016), hail storm environments (favourable atmospheric"
WGI,12,1824,58,17,col2,>>>," configurations) have increased in frequency (low confidence, limited","kjellström et al., 2018; moemken et al., 2018; figure 12.4). however,_ configurations) have increased in frequency (low confidence, limited"
WGI,12,1824,58,18,col2,|," evidence) (sanchez et al., 2017). in future climate periods it is more","12   sub-regional patterns of change are shown in regional climate models,_ evidence) (sanchez et al., 2017). in future climate periods it is more"
WGI,12,1825,59,1,col1,|,that the large-scale conditions conducive to severe convection,that the large-scale conditions conducive to severe convection
WGI,12,1825,59,2,col1,>>>,will tend to increase in the future climate (low confidence).,"will tend to increase in the future climate (low confidence)._ permafrost: in europe, permafrost is found in high mountains and in"
WGI,12,1825,59,3,col1,|,"scandinavia, as well as in arctic islands (e.g., iceland, novaya zemlia or","scandinavia, as well as in arctic islands (e.g., iceland, novaya zemlia or"
WGI,12,1825,59,4,col2,|," corona, 2018). quantitative data for the european alps is highly site","2015), which is equivalent to a shift in elevation of about 700 m (marty_ corona, 2018). quantitative data for the european alps is highly site"
WGI,12,1825,59,5,col2,>>>," heavy snowfall, ice storms and hail: there is low confidence that","assuming the largest projected precipitation increase. similar trends_ heavy snowfall, ice storms and hail: there is low confidence that"
WGI,12,1825,59,6,col2,|, climate change will affect ice and snow-related episodic hazards,"are observed for the pyrenees and scandinavia (lópez-moreno et al.,_ climate change will affect ice and snow-related episodic hazards"
WGI,12,1825,59,7,col2,|, to lead to a possible reduction in overall avalanche activity by end of,1500 m and the ötztal locations in the austrian alps swe has a similar_ to lead to a possible reduction in overall avalanche activity by end of
WGI,12,1825,59,8,col2,>>>," the century (low confidence), except possibly in winter and at high","decreasing trend altitudinally dependent for rcp2.6, rcp4.5 and_ the century (low confidence), except possibly in winter and at high"
WGI,12,1825,59,9,col2,|," altitudes (castebrunet et al., 2014).","rcp8.5 until mid-century and with significant differentiation among_ altitudes (castebrunet et al., 2014)."
WGI,12,1825,59,10,col2,|, in frequency in the past decades and this is expected to continue in_ 12,glacier: observations and future projections of european glacier_ in frequency in the past decades and this is expected to continue in_ 12
WGI,12,1825,59,11,col2,>>>," the future climate (low confidence) (beniston et al., 2018). freezing","mass changes are assessed in section 9.5.1 grouped in two main_ the future climate (low confidence) (beniston et al., 2018). freezing"
WGI,12,1825,59,12,col2,|," rain is projected to increase in western, central and southern europe","regions: scandinavia and central europe regions. it is virtually certain_ rain is projected to increase in western, central and southern europe"
WGI,12,1825,59,13,col2,>>>, by the end of the century under rcp4.5 and rcp8.5 (low confidence),that glaciers will shrink in the future and there is medium confidence_ by the end of the century under rcp4.5 and rcp8.5 (low confidence)
WGI,12,1825,59,14,col2,|," (kämäräinen et al., 2018). rain-on-snow events, are decreasing in","in the timing and mass change rates (section 9.5.1). central europe_ (kämäräinen et al., 2018). rain-on-snow events, are decreasing in"
WGI,12,12,61,1,col1,|,"4. for the alps, conditions conducive to landslides are expected to increase.","4. for the alps, conditions conducive to landslides are expected to increase."
WGI,12,12,61,2,col1,>>>,5. low confidence of decrease in the southernmost part of the region.,5. low confidence of decrease in the southernmost part of the region.
WGI,12,12,61,3,col1,|,6. general decrease except in aegean sea.,6. general decrease except in aegean sea.
WGI,12,12,61,4,col1,|, emerging after 2050 and by 2100 at least in scenarios rcp8.5/ssp5-8.5 (medium to high confidence), emerging after 2050 and by 2100 at least in scenarios rcp8.5/ssp5-8.5 (medium to high confidence)
WGI,12,12,61,5,col1,>>>,high confidence   medium confidence   low confidence in,high confidence   medium confidence   low confidence in_ medium confidence_ high confidence
WGI,12,12,61,6,col1,|,not broadly relevant,not broadly relevant
WGI,12,1828,62,1,col2,|," north america have increased in recent decades (medium evidence,","republic (sedlmeier et al., 2016)._ north america have increased in recent decades (medium evidence,"
WGI,12,1828,62,2,col2,>>>," (low confidence), and extreme heat in all regions is projected to","the assessed direction of change in climatic impact-drivers for europe_ (low confidence), and extreme heat in all regions is projected to"
WGI,12,1828,62,3,col2,|, extreme heat are more positive for heat extreme indices that include,with emergence time information (section 12.5.2). no assessable_ extreme heat are more positive for heat extreme indices that include
WGI,12,1830,64,1,col2,|, medium confidence of decrease over northern central america and,"(mekis et al., 2015) and cold days and coldest nights decreased in_ medium confidence of decrease over northern central america and"
WGI,12,1830,64,2,col2,>>>," low confidence elsewhere (see figure atlas.26, and cross-chapter","mexico from 1980 to 2010 (garcía-cueto et al., 2019)._ low confidence elsewhere (see figure atlas.26, and cross-chapter"
WGI,12,1830,64,3,col2,|," and winter, when wet conditions are projected to extend from the","12   cold spells are projected to decrease over north america under climate_ and winter, when wet conditions are projected to extend from the"
WGI,12,1831,65,1,col1,|,climate change will increase river floods over the usa and canada,climate change will increase river floods over the usa and canada_ moves opposite to mean precipitation change with an added
WGI,12,1831,65,2,col1,>>>,but low confidence for changes in mexico. wobus et al. (2017a),but low confidence for changes in mexico. wobus et al. (2017a)_ evaporative demand from warmer temperatures (high confidence in
WGI,12,1831,65,3,col1,|,"used a regional hydrologic model for 57,000 streams to project","used a regional hydrologic model for 57,000 streams to project_ aridity increase for northern central america; medium confidence for"
WGI,12,1831,65,4,col1,|,(including hourly totals) in central and eastern north america with,(including hourly totals) in central and eastern north america with_ when evaluating deeper soil columns relevant for crop rooting depth
WGI,12,1831,65,5,col1,>>>,low confidence in broad trends elsewhere in the continent despite,"low confidence in broad trends elsewhere in the continent despite_ (b.i. cook et al., 2020). projected changes in the aridity index portray"
WGI,12,1831,65,6,col1,|,observational increases in some portions of each region (l.a. vincent,observational increases in some portions of each region (l.a. vincent_ a shift the geographic range of temperate drylands northward and
WGI,12,1831,65,7,col1,|,north america where projections are mixed (medium confidence of,north america where projections are mixed (medium confidence of
WGI,12,1831,65,8,col1,>>>,increase). maxwell et al. (2018) identified regional ‘heavy precipitation   hydrological drought: section 11.9 asssessed low confidence of,increase). maxwell et al. (2018) identified regional ‘heavy precipitation   hydrological drought: section 11.9 asssessed low confidence of
WGI,12,1831,65,9,col1,|,day’ thresholds for five cities across the usa and projected that,day’ thresholds for five cities across the usa and projected that_ significant observational trends and projected future changes in the
WGI,12,1832,66,1,col2,|, four decades (medium confidence) (ar5 wgi) with a reversal in the,projections consistently project increased drought extending from_ four decades (medium confidence) (ar5 wgi) with a reversal in the
WGI,12,1832,66,2,col2,>>>, last decade (low confidence) not fully consistent across studies (tian,mexico into the southern canadian plains during the summer (swain_ last decade (low confidence) not fully consistent across studies (tian
WGI,12,1832,66,3,col2,|," et al., 2019; zeng et al., 2019; z. zhang et al., 2019). tian et al. (2019)","and hayhoe, 2015; ahmadalipour et al., 2017; feng et al., 2017;_ et al., 2019; zeng et al., 2019; z. zhang et al., 2019). tian et al. (2019)"
WGI,12,1832,66,4,col2,|, tropical cyclone translation speed and higher tropical cyclone rainfall,"martin et al., 2015)._ tropical cyclone translation speed and higher tropical cyclone rainfall"
WGI,12,1832,66,5,col2,>>>, projections indicate low confidence in change in north atlantic tropical,changes in north american wet and dry climatic impact-_ projections indicate low confidence in change in north atlantic tropical
WGI,12,1832,66,6,col2,|," cyclone numbers, but medium confidence in mexico and the us gulf and","drivers are largely organized by the ‘north-east (more wet) to_ cyclone numbers, but medium confidence in mexico and the us gulf and"
WGI,12,1833,67,1,col1,|,north america (medium confidence) with differences between,north america (medium confidence) with differences between_ lawrence (2013) note that the rcp8.5 end-of-century period in north
WGI,12,1833,67,2,col1,>>>,global and regional models lending low confidence elsewhere.,global and regional models lending low confidence elsewhere._ america only has shallow permafrost as the most probable condition
WGI,12,1833,67,3,col1,|,in the canadian archipelago. melvin et al. (2017) noted the loss,in the canadian archipelago. melvin et al. (2017) noted the loss
WGI,12,12,69,1,col1,|,chapter 12,chapter 12
WGI,12,12,69,2,col1,>>>,high confidence   medium confidence   low confidence in,high confidence   medium confidence   low confidence in_ medium confidence_ high confidence
WGI,12,12,69,3,col1,|,1835,1835
WGI,12,1837,71,1,col2,|," decreasing, with generally non-significant trends in the western","20th century (see figure atlas.11; atlas.10.2; cross-chapter box_ decreasing, with generally non-significant trends in the western"
WGI,12,1837,71,2,col2,>>>, tropical pacific since the 1950s (low confidence). significant drying,"atlas.2, table 1). this observed warming signal in the tropical_ tropical pacific since the 1950s (low confidence). significant drying"
WGI,12,1837,71,3,col2,|, trends are noted in the southern pacific subtropics and south-western,western pacific has been attributed to anthropogenic forcing (wang_ trends are noted in the southern pacific subtropics and south-western
WGI,12,1837,71,4,col2,|, ssp5-8.5 and for higher gwls in the small islands in parts of the,the temperature extremes since the 1950s in car and the pacific_ ssp5-8.5 and for higher gwls in the small islands in parts of the
WGI,12,1837,71,5,col2,>>>," western and equatorial pacific, but there is low confidence in broad","small islands (high confidence) (sections 11.3.2 and 11.9, and_ western and equatorial pacific, but there is low confidence in broad"
WGI,12,1837,71,6,col2,|, changes given drier conditions projected for the southern subtropical,table 11.13). a detectable anthropogenic increase in summer heat_ changes given drier conditions projected for the southern subtropical
WGI,12,1837,71,7,col2,|, average sea level rise) of river flood in fiji over the period 1892–2013,frequency of hot (cold) temperature extremes will increase (decrease)_ average sea level rise) of river flood in fiji over the period 1892–2013
WGI,12,1837,71,8,col2,>>>," (mcaneney et al., 2017). there is low confidence on the direction of","in the small islands (section 11.9 and table 11.13; bom and csiro,_ (mcaneney et al., 2017). there is low confidence on the direction of"
WGI,12,1837,71,9,col2,|, future change of river flooding in the small islands due to the limited,2014). warm spell conditions will occur up to half the year in car_ future change of river flooding in the small islands due to the limited
WGI,12,1838,72,1,col1,|,in extreme precipitation varies across the pacific and depends on,"in extreme precipitation varies across the pacific and depends on_ of about 8% and 11% per decade, respectively, have been noted"
WGI,12,1838,72,2,col1,>>>,the season (low confidence) (section 11.4.2 and cross-chapter,"the season (low confidence) (section 11.4.2 and cross-chapter_ during the 1987–2016 period (clilverd et al., 2019)."
WGI,12,1838,72,3,col1,|,"box atlas.2, table 1). although pluvial flooding events have been","box atlas.2, table 1). although pluvial flooding events have been"
WGI,12,1838,72,4,col1,|,"on past changes in pluvial flooding, unlike in other regions. there is","on past changes in pluvial flooding, unlike in other regions. there is_ given low signal-to-noise ratios and the challenge in representing"
WGI,12,1838,72,5,col1,>>>,low confidence in the projected change in magnitude of very heavy,low confidence in the projected change in magnitude of very heavy_ island scales in global analyses. prudhomme et al. (2014) recognized
WGI,12,1838,72,6,col1,|,precipitation days in car across different gwls (table 11.14). on the,precipitation days in car across different gwls (table 11.14). on the_ car as one of the regions with the highest increase in regional
WGI,12,1838,72,7,col1,|,"scenario, based on model agreement and mechanistic understanding","scenario, based on model agreement and mechanistic understanding_ hawaii are projected to decline by mid- and end of the 21st century"
WGI,12,1838,72,8,col1,>>>,but low confidence in the magnitude of change in extreme rainfall,"but low confidence in the magnitude of change in extreme rainfall_ under rcp4.5 and rcp8.5, which would result in more frequent"
WGI,12,1838,72,9,col1,|,"due to model bias (bom and csiro, 2014).","due to model bias (bom and csiro, 2014)._ hydrological droughts in this area (leta et al., 2018)."
WGI,12,1838,72,10,col1,|,"2015; sepúlveda and petley, 2015; froude and petley, 2018; bessette-","2015; sepúlveda and petley, 2015; froude and petley, 2018; bessette-_ (e.g., frazier and giambelluca, 2017; herrera and ault, 2017; mcgree"
WGI,12,1838,72,11,col1,>>>,"kirton et al., 2019). there is low confidence in future changes in","kirton et al., 2019). there is low confidence in future changes in_ et al., 2019; see table 11.15, cross-chapter box atlas.2, table 1)."
